X.chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr21	25328079	25328120	26935649	26935656	Kidney_Epithelium	chr21:25328079-25328120	7CpGs	41bp	0.304	0.912	0.608	0.396	0.231	8.46e-63	U
chr21	25764021	25764658	26939039	26939046	Small_intestine_Epithelium	chr21:25764021-25764658	7CpGs	637bp	0.0987	0.93	0.831	0.692	0.189	9.05e-56	U
chr21	25850860	25850958	26939931	26939937	Heart_Fibroblasts	chr21:25850860-25850958	6CpGs	98bp	0.0855	0.904	0.819	0.554	0.291	1.04e-49	U
chr21	26117440	26117621	26942753	26942756	Pancreas_Delta_cells	chr21:26117440-26117621	3CpGs	181bp	0.345	0.896	0.552	0.237	0.011	2.72e-16	U
chr21	26234825	26235821	26944004	26944010	Small_intestine_Epithelium	chr21:26234825-26235821	6CpGs	996bp	0.189	0.889	0.701	0.448	0.209	9.88e-40	U
chr21	27776804	27776840	26954816	26954819	Gastric_Epithelium	chr21:27776804-27776840	3CpGs	36bp	0.155	0.93	0.775	0.584	0.0536	5.48e-90	U
chr21	27816651	27816737	26955102	26955105	Heart_Fibroblasts	chr21:27816651-27816737	3CpGs	86bp	0.124	0.896	0.771	0.518	-0.156	7.56e-32	U
chr21	28270212	28270740	26958169	26958174	Fallopian_Epithelium	chr21:28270212-28270740	5CpGs	528bp	0.0941	0.885	0.79	0.575	-0.00141	4.76e-34	U
chr21	28281039	28281297	26958216	26958220	Pancreas_Alpha_cells	chr21:28281039-28281297	4CpGs	258bp	0.205	0.878	0.673	0.394	0.232	1.86e-29	U
chr21	28340487	28340664	26958513	26958516	Pancreas_Duct_cells	chr21:28340487-28340664	3CpGs	177bp	0.333	0.915	0.582	0.38	0.232	5.41e-41	U
chr21	28941740	28941873	26962439	26962442	Small_intestine_Epithelium	chr21:28941740-28941873	3CpGs	133bp	0.0852	0.893	0.808	0.543	0.342	1.33e-50	U
chr21	29115274	29116013	26964592	26964600	Pancreas_Delta_cells	chr21:29115274-29116013	8CpGs	739bp	0.222	0.91	0.688	0.423	0.185	7.61e-36	U
chr21	29119235	29119552	26964620	26964623	Dermal_Fibroblasts	chr21:29119235-29119552	3CpGs	317bp	0.221	0.855	0.634	0.399	0.198	2.3e-167	U
chr21	29471612	29471652	26967637	26967640	Gallbladder_epithelium	chr21:29471612-29471652	3CpGs	40bp	0.0294	0.917	0.888	0.742	0.609	9.67e-244	U
chr21	29581282	29581418	26968492	26968496	Small_intestine_Epithelium	chr21:29581282-29581418	4CpGs	136bp	0.12	0.908	0.788	0.464	-0.0668	4.18e-45	U
chr21	31294626	31295009	26981543	26981555	Neurons	chr21:31294626-31295009	12CpGs	383bp	0.302	0.92	0.618	0.356	-0.664	2.06e-36	U
chr21	31802980	31803363	26988654	26988665	Lung_Alveolar_Epithelium	chr21:31802980-31803363	11CpGs	383bp	0.0534	0.882	0.828	0.61	0.483	4.27e-56	U
chr21	31928650	31928816	26990332	26990337	Bone_Osteoblasts	chr21:31928650-31928816	5CpGs	166bp	0.0956	0.877	0.782	0.589	0.416	8.52e-207	U
chr21	32034185	32034315	26991652	26991658	Lung_Bronchial_Epithelium	chr21:32034185-32034315	6CpGs	130bp	0.211	0.898	0.687	0.383	0.129	2.15e-25	U
chr21	32367437	32367797	26995467	26995471	Prostate_Epithelium	chr21:32367437-32367797	4CpGs	360bp	0.262	0.888	0.627	0.332	-0.114	5.15e-29	U
chr21	32500310	32500808	26997410	26997418	Lung_Bronchial_Epithelium	chr21:32500310-32500808	8CpGs	498bp	0.127	0.918	0.791	0.636	0.41	7.07e-60	U
chr21	32503733	32504271	26997458	26997467	Pancreas_Duct_cells	chr21:32503733-32504271	9CpGs	538bp	0.252	0.921	0.669	0.473	0.391	2.98e-66	U
chr21	32567797	32568113	26998227	26998236	Erythrocyte_progenitors	chr21:32567797-32568113	9CpGs	316bp	0.262	0.938	0.677	0.61	0.562	1.03e-111	U
chr21	32595289	32595418	26998793	26998799	Liver_Hepatocytes	chr21:32595289-32595418	6CpGs	129bp	0.102	0.904	0.802	0.661	0.508	2.99e-100	U
chr21	32678647	32678924	26999853	26999859	Oligodendrocytes	chr21:32678647-32678924	6CpGs	277bp	0.118	0.94	0.822	0.729	0.433	2.69e-105	U
chr21	32937405	32937513	27002385	27002389	Blood_Granulocytes	chr21:32937405-32937513	4CpGs	108bp	0.0466	0.874	0.828	0.546	0.324	3.21e-35	U
chr21	32941963	32942128	27002445	27002450	Dermal_Fibroblasts	chr21:32941963-32942128	5CpGs	165bp	0.283	0.894	0.61	0.347	0.219	3.7e-170	U
chr21	33136395	33136411	27005479	27005482	Pancreas_Beta_cells	chr21:33136395-33136411	3CpGs	16bp	0.134	0.889	0.755	0.515	0.0898	2.38e-33	U
chr21	33262093	33262155	27007005	27007011	Blood_NK_cells	chr21:33262093-33262155	6CpGs	62bp	0.243	0.899	0.656	0.327	0.0757	3.86e-23	U
chr21	33296236	33296396	27007591	27007597	Blood_B_cells	chr21:33296236-33296396	6CpGs	160bp	0.0561	0.924	0.868	0.707	0.488	3.71e-86	U
chr21	33305250	33305572	27007696	27007704	Liver_Hepatocytes	chr21:33305250-33305572	8CpGs	322bp	0.0941	0.928	0.834	0.663	0.408	9.31e-102	U
chr21	33315014	33315061	27007766	27007769	Heart_Fibroblasts	chr21:33315014-33315061	3CpGs	47bp	0.137	0.899	0.762	0.491	0.0188	2.89e-47	U
chr21	33320906	33321062	27007840	27007844	Epidermal_Keratinocytes	chr21:33320906-33321062	4CpGs	156bp	0.176	0.88	0.704	0.464	0.326	3.22e-190	U
chr21	33483559	33483918	27010458	27010463	Thyroid_Epithelium	chr21:33483559-33483918	5CpGs	359bp	0.07	0.9	0.83	0.64	0.35	8.97e-44	U
chr21	33505874	33506237	27010893	27010902	Erythrocyte_progenitors	chr21:33505874-33506237	9CpGs	363bp	0.0731	0.949	0.876	0.805	0.759	3.36e-135	U
chr21	33525900	33525971	27011135	27011138	Monocytes_Macrophages	chr21:33525900-33525971	3CpGs	71bp	0.161	0.922	0.761	0.46	-0.449	1.03e-48	U
chr21	33533165	33533267	27011215	27011224	Monocytes_Macrophages	chr21:33533165-33533267	9CpGs	102bp	0.286	0.911	0.624	0.468	-0.481	9.46e-47	U
chr21	33584297	33584507	27011937	27011941	Gastric_Epithelium	chr21:33584297-33584507	4CpGs	210bp	0.144	0.936	0.792	0.665	0.511	3.51e-145	U
chr21	33710950	33711136	27013779	27013788	Small_intestine_Epithelium	chr21:33710950-33711136	9CpGs	186bp	0.101	0.906	0.804	0.522	0.0141	1.26e-38	U
chr21	33721217	33721625	27013900	27013904	Pancreas_Alpha_cells	chr21:33721217-33721625	4CpGs	408bp	0.229	0.902	0.672	0.432	0.291	5.38e-35	U
chr21	33839926	33840110	27015156	27015161	Kidney_Epithelium	chr21:33839926-33840110	5CpGs	184bp	0.083	0.903	0.82	0.542	0.241	2.18e-71	U
chr21	33893546	33893674	27016087	27016091	Pancreas_Alpha_cells	chr21:33893546-33893674	4CpGs	128bp	0.26	0.892	0.632	0.362	-0.112	7.1e-21	U
chr21	33913797	33913929	27016372	27016377	Gastric_Epithelium	chr21:33913797-33913929	5CpGs	132bp	0.0604	0.884	0.824	0.62	0.295	9.93e-78	U
chr21	34179570	34180106	27019381	27019387	Ovary_Endometrial_Epithelium	chr21:34179570-34180106	6CpGs	536bp	0.235	0.866	0.631	0.414	-0.373	2.35e-28	U
chr21	34307772	34308128	27020562	27020565	Bone_Osteoblasts	chr21:34307772-34308128	3CpGs	356bp	0.0805	0.943	0.862	0.762	0.502	9.98e-251	U
chr21	34364454	34364687	27021176	27021185	Gastric_Epithelium	chr21:34364454-34364687	9CpGs	233bp	0.0464	0.905	0.858	0.719	0.516	3.93e-112	U
chr21	34364721	34365438	27021186	27021190	Gastric_Epithelium	chr21:34364721-34365438	4CpGs	717bp	0.0633	0.888	0.825	0.596	0.47	1.03e-88	U
chr21	34365644	34365685	27021191	27021195	Gastric_Epithelium	chr21:34365644-34365685	4CpGs	41bp	0.0344	0.952	0.917	0.803	0.684	1.02e-161	U
chr21	34366342	34366708	27021202	27021212	Gastric_Epithelium	chr21:34366342-34366708	10CpGs	366bp	0.052	0.894	0.842	0.707	0.58	9.63e-131	U
chr21	34366754	34367105	27021213	27021226	Gastric_Epithelium	chr21:34366754-34367105	13CpGs	351bp	0.063	0.901	0.839	0.701	0.573	1.28e-126	U
chr21	34518613	34518757	27023019	27023026	Blood_Granulocytes	chr21:34518613-34518757	7CpGs	144bp	0.172	0.92	0.748	0.557	0.422	9.63e-60	U
chr21	34567986	34568029	27023628	27023631	Heart_Cardiomyocytes	chr21:34567986-34568029	3CpGs	43bp	0.104	0.942	0.838	0.642	0.366	4.28e-92	U
chr21	34599562	34599750	27023984	27023987	Small_intestine_Epithelium	chr21:34599562-34599750	3CpGs	188bp	0.165	0.941	0.776	0.594	0.378	1.35e-78	U
chr21	34706223	34706531	27025438	27025445	Erythrocyte_progenitors	chr21:34706223-34706531	7CpGs	308bp	0.0394	0.883	0.844	0.611	0.376	1.14e-36	U
chr21	34820415	34820453	27026739	27026744	Lung_Bronchial_Epithelium	chr21:34820415-34820453	5CpGs	38bp	0.14	0.92	0.78	0.547	0.207	1.03e-37	U
chr21	34823072	34823184	27026784	27026789	Head_Neck_Epithelium	chr21:34823072-34823184	5CpGs	112bp	0.175	0.902	0.727	0.518	-0.3	1.23e-70	U
chr21	34911796	34911934	27028121	27028125	Blood_B_cells	chr21:34911796-34911934	4CpGs	138bp	0.166	0.934	0.768	0.579	0.391	2.62e-77	U
chr21	35015500	35015626	27029118	27029122	Blood_T_cells	chr21:35015500-35015626	4CpGs	126bp	0.21	0.903	0.693	0.388	-0.342	7.76e-65	U
chr21	35243483	35244022	27031008	27031014	Breast_Luminal_Epithelium	chr21:35243483-35244022	6CpGs	539bp	0.357	0.891	0.535	0.288	0.16	6.56e-28	U
chr21	35518831	35519056	27033248	27033251	Pancreas_Duct_cells	chr21:35518831-35519056	3CpGs	225bp	0.208	0.901	0.693	0.456	0.325	3.04e-45	U
chr21	35548565	35548926	27033489	27033494	Bone_Osteoblasts	chr21:35548565-35548926	5CpGs	361bp	0.0872	0.897	0.809	0.615	0.252	4.2e-208	U
chr21	35573247	35573258	27033707	27033710	Pancreas_Alpha_cells	chr21:35573247-35573258	3CpGs	11bp	0.258	0.915	0.657	0.424	-0.013	1.33e-27	U
chr21	35657869	35658123	27034378	27034382	Bone_Osteoblasts	chr21:35657869-35658123	4CpGs	254bp	0.157	0.922	0.765	0.612	0.358	2.14e-215	U
chr21	35826702	35826759	27035763	27035766	Prostate_Epithelium	chr21:35826702-35826759	3CpGs	57bp	0.284	0.876	0.591	0.277	0.0221	3.12e-28	U
chr21	36039366	36039690	27037887	27037893	Head_Neck_Epithelium	chr21:36039366-36039690	6CpGs	324bp	0.0747	0.893	0.818	0.516	-0.0548	4.18e-60	U
chr21	36044428	36044571	27037956	27037959	Prostate_Epithelium	chr21:36044428-36044571	3CpGs	143bp	0.269	0.873	0.603	0.303	-0.147	1.04e-24	U
chr21	36114748	36114825	27038899	27038903	Pancreas_Delta_cells	chr21:36114748-36114825	4CpGs	77bp	0.0541	0.906	0.852	0.572	0.346	1.05e-43	U
chr21	36168405	36168672	27039893	27039899	Blood_Granulocytes	chr21:36168405-36168672	6CpGs	267bp	0.182	0.938	0.756	0.558	0.448	3.47e-60	U
chr21	36236361	36236681	27040993	27040999	Blood_B_cells	chr21:36236361-36236681	6CpGs	320bp	0.119	0.876	0.756	0.554	0.26	2.29e-55	U
chr21	36253534	36253593	27041333	27041336	Blood_B_cells	chr21:36253534-36253593	3CpGs	59bp	0.0467	0.914	0.867	0.599	0.344	6.07e-47	U
chr21	36253782	36254185	27041338	27041343	Blood_B_cells	chr21:36253782-36254185	5CpGs	403bp	0.0903	0.869	0.779	0.574	0.149	3.61e-51	U
chr21	36255012	36255858	27041348	27041365	Blood_B_cells	chr21:36255012-36255858	17CpGs	846bp	0.0944	0.912	0.817	0.609	0.506	8.47e-93	U
chr21	36300936	36300967	27042148	27042151	Oligodendrocytes	chr21:36300936-36300967	3CpGs	31bp	0.111	0.935	0.824	0.661	-0.0242	2.82e-37	U
chr21	36302604	36303203	27042175	27042178	Bladder_Epithelial_cells	chr21:36302604-36303203	3CpGs	599bp	0.156	0.865	0.709	0.39	0.235	3.23e-35	U
chr21	36377058	36377111	27043325	27043329	Pancreas_Duct_cells	chr21:36377058-36377111	4CpGs	53bp	0.0487	0.922	0.874	0.655	0.474	2.94e-64	U
chr21	36380629	36380675	27043370	27043375	Ovary_Endometrial_Epithelium	chr21:36380629-36380675	5CpGs	46bp	0.263	0.937	0.674	0.397	0.188	8.26e-59	U
chr21	36380820	36381400	27043376	27043383	Ovary_Endometrial_Epithelium	chr21:36380820-36381400	7CpGs	580bp	0.333	0.929	0.596	0.35	-0.093	6.01e-47	U
chr21	36480746	36480830	27045151	27045156	Liver_Hepatocytes	chr21:36480746-36480830	5CpGs	84bp	0.208	0.947	0.739	0.649	-0.00715	2.94e-86	U
chr21	36817648	36818057	27050670	27050678	Oligodendrocytes	chr21:36817648-36818057	8CpGs	409bp	0.201	0.925	0.724	0.641	0.354	1.6e-79	U
chr21	36923126	36923291	27052050	27052056	Dermal_Fibroblasts	chr21:36923126-36923291	6CpGs	165bp	0.212	0.871	0.66	0.391	0.016	5.94e-170	U
chr21	36955585	36956127	27052529	27052536	Colon_Epithelium	chr21:36955585-36956127	7CpGs	542bp	0.119	0.937	0.817	0.734	0.532	4.82e-133	U
chr21	37010859	37010886	27053865	27053868	Pancreas_Delta_cells	chr21:37010859-37010886	3CpGs	27bp	0.286	0.896	0.61	0.389	-0.0524	8.06e-25	U
chr21	37089599	37089639	27054919	27054923	Neurons	chr21:37089599-37089639	4CpGs	40bp	0.407	0.895	0.489	0.33	-0.103	3.83e-51	U
chr21	37193718	37194075	27055727	27055733	Small_intestine_Epithelium	chr21:37193718-37194075	6CpGs	357bp	0.0627	0.899	0.836	0.627	0.0613	2.29e-45	U
chr21	37195710	37195824	27055761	27055766	Pancreas_Duct_cells	chr21:37195710-37195824	5CpGs	114bp	0.0689	0.903	0.834	0.54	0.115	2.08e-40	U
chr21	37236210	37236301	27056473	27056479	Blood_NK_cells	chr21:37236210-37236301	6CpGs	91bp	0.26	0.948	0.688	0.55	0.374	3.06e-89	U
chr21	37484817	37485503	27059535	27059541	Blood_Granulocytes	chr21:37484817-37485503	6CpGs	686bp	0.116	0.884	0.768	0.546	0.405	1.44e-39	U
chr21	37615275	37615385	27061145	27061156	Kidney_Epithelium	chr21:37615275-37615385	11CpGs	110bp	0.298	0.908	0.611	0.38	0.0343	5.03e-58	U
chr21	37674121	37674353	27061698	27061702	Gastric_Epithelium	chr21:37674121-37674353	4CpGs	232bp	0.0746	0.881	0.807	0.593	0.457	7.62e-84	U
chr21	37769577	37769635	27062713	27062716	Heart_Fibroblasts	chr21:37769577-37769635	3CpGs	58bp	0.263	0.898	0.635	0.398	0.155	5.36e-34	U
chr21	37850660	37850768	27063432	27063435	Pancreas_Beta_cells	chr21:37850660-37850768	3CpGs	108bp	0.112	0.845	0.733	0.477	0.257	4.26e-31	U
chr21	38119302	38119704	27065712	27065722	Colon_Epithelium	chr21:38119302-38119704	10CpGs	402bp	0.101	0.914	0.813	0.594	0.338	1.03e-91	U
chr21	38178830	38178958	27066169	27066172	Dermal_Fibroblasts	chr21:38178830-38178958	3CpGs	128bp	0.301	0.882	0.581	0.332	0.077	1.09e-164	U
chr21	38210388	38210496	27066332	27066335	Colon_Epithelium	chr21:38210388-38210496	3CpGs	108bp	0.0279	0.891	0.863	0.6	0.00368	9.64e-48	U
chr21	38243432	38243491	27066591	27066595	Prostate_Epithelium	chr21:38243432-38243491	4CpGs	59bp	0.291	0.922	0.631	0.316	-0.17	3.39e-33	U
chr21	38251520	38251745	27066651	27066656	Lung_Bronchial_Epithelium	chr21:38251520-38251745	5CpGs	225bp	0.291	0.913	0.621	0.39	0.262	9.06e-33	U
chr21	38288292	38288333	27066979	27066983	Epidermal_Keratinocytes	chr21:38288292-38288333	4CpGs	41bp	0.249	0.897	0.648	0.446	0.099	2.71e-182	U
chr21	38426550	38426721	27068364	27068371	Small_intestine_Epithelium	chr21:38426550-38426721	7CpGs	171bp	0.109	0.889	0.78	0.51	-0.00281	3.88e-43	U
chr21	38610516	38610527	27070340	27070345	Ovary_Endometrial_Epithelium	chr21:38610516-38610527	5CpGs	11bp	0.319	0.899	0.58	0.331	-0.553	1.79e-27	U
chr21	38649164	38649231	27070691	27070696	Dermal_Fibroblasts	chr21:38649164-38649231	5CpGs	67bp	0.231	0.922	0.691	0.518	0.438	3.79e-229	U
chr21	38756425	38756654	27072096	27072111	Epidermal_Keratinocytes	chr21:38756425-38756654	15CpGs	229bp	0.348	0.923	0.576	0.467	0.363	2.42e-230	U
chr21	38768592	38768626	27072261	27072267	Blood_T_cells	chr21:38768592-38768626	6CpGs	34bp	0.222	0.891	0.669	0.438	-0.39	4.08e-67	U
chr21	38853182	38853367	27073383	27073387	Head_Neck_Epithelium	chr21:38853182-38853367	4CpGs	185bp	0.0802	0.904	0.824	0.596	-0.134	6.6e-80	U
chr21	39224956	39225578	27077764	27077768	Fallopian_Epithelium	chr21:39224956-39225578	4CpGs	622bp	0.0378	0.939	0.901	0.823	0.12	1.65e-57	U
chr21	39351874	39352199	27079623	27079633	Heart_Cardiomyocytes	chr21:39351874-39352199	10CpGs	325bp	0.102	0.927	0.825	0.674	0.564	3.74e-104	U
chr21	39661960	39662156	27083393	27083400	Heart_Fibroblasts	chr21:39661960-39662156	7CpGs	196bp	0.164	0.925	0.761	0.544	0.376	1.27e-57	U
chr21	39667800	39668183	27083497	27083506	Pancreas_Duct_cells	chr21:39667800-39668183	9CpGs	383bp	0.125	0.918	0.794	0.46	0.371	8.32e-45	U
chr21	39697013	39697084	27083828	27083832	Pancreas_Beta_cells	chr21:39697013-39697084	4CpGs	71bp	0.148	0.897	0.75	0.464	0.22	2.5e-31	U
chr21	39846249	39846370	27085222	27085227	Dermal_Fibroblasts	chr21:39846249-39846370	5CpGs	121bp	0.295	0.906	0.611	0.397	0.234	4.59e-183	U
chr21	40598345	40598441	27092281	27092285	Pancreas_Alpha_cells	chr21:40598345-40598441	4CpGs	96bp	0.219	0.881	0.663	0.357	0.0603	1.31e-24	U
chr21	40730082	40730483	27093461	27093469	Dermal_Fibroblasts	chr21:40730082-40730483	8CpGs	401bp	0.232	0.882	0.65	0.39	0.0603	2.9e-164	U
chr21	41164360	41164402	27097708	27097711	Gastric_Epithelium	chr21:41164360-41164402	3CpGs	42bp	0.124	0.934	0.81	0.59	0.482	1.21e-107	U
chr21	41193118	41193172	27098201	27098205	Gastric_Epithelium	chr21:41193118-41193172	4CpGs	54bp	0.0757	0.921	0.846	0.656	-0.0723	2.74e-60	U
chr21	41199837	41199927	27098286	27098289	Heart_Cardiomyocytes	chr21:41199837-41199927	3CpGs	90bp	0.0706	0.921	0.85	0.688	0.613	1.15e-95	U
chr21	41220208	41220412	27098600	27098605	Pancreas_Duct_cells	chr21:41220208-41220412	5CpGs	204bp	0.0451	0.917	0.872	0.671	0.0657	7.26e-50	U
chr21	41229493	41230613	27098770	27098784	Blood_B_cells	chr21:41229493-41230613	14CpGs	1120bp	0.276	0.935	0.659	0.495	0.404	1.93e-86	U
chr21	41257040	41257149	27099219	27099223	Gallbladder_epithelium	chr21:41257040-41257149	4CpGs	109bp	0.018	0.903	0.885	0.615	0.136	4.08e-174	U
chr21	41318379	41318466	27099912	27099919	Small_intestine_Epithelium	chr21:41318379-41318466	7CpGs	87bp	0.161	0.88	0.719	0.483	0.0152	3.26e-39	U
chr21	41408008	41408514	27101182	27101198	Thyroid_Epithelium	chr21:41408008-41408514	16CpGs	506bp	0.133	0.922	0.788	0.625	0.507	4.17e-65	U
chr21	41431970	41432175	27101586	27101590	Blood_B_cells	chr21:41431970-41432175	4CpGs	205bp	0.0834	0.894	0.811	0.501	0.412	1.89e-50	U
chr21	41596208	41596251	27103961	27103965	Gallbladder_epithelium	chr21:41596208-41596251	4CpGs	43bp	0.0373	0.906	0.868	0.651	0.11	1.15e-194	U
chr21	41604878	41604960	27104109	27104115	Skeletal-Muscle	chr21:41604878-41604960	6CpGs	82bp	0.362	0.891	0.529	0.292	0.0881	2.08e-16	U
chr21	41687703	41688249	27105537	27105547	Bladder_Epithelial_cells	chr21:41687703-41688249	10CpGs	546bp	0.228	0.917	0.689	0.487	0.254	1.21e-63	U
chr21	41851403	41851577	27109136	27109143	Heart_Cardiomyocytes	chr21:41851403-41851577	7CpGs	174bp	0.208	0.94	0.732	0.646	0.343	4.68e-114	U
chr21	42091251	42091347	27114012	27114017	Head_Neck_Epithelium	chr21:42091251-42091347	5CpGs	96bp	0.0981	0.916	0.817	0.623	-0.0821	2.06e-92	U
chr21	42166120	42166339	27115567	27115578	Pancreas_Alpha_cells	chr21:42166120-42166339	11CpGs	219bp	0.302	0.922	0.621	0.395	0.267	2.32e-54	U
chr21	42294335	42294686	27117836	27117853	Pancreas_Beta_cells	chr21:42294335-42294686	17CpGs	351bp	0.249	0.923	0.674	0.497	0.391	1.25e-58	U
chr21	42405255	42405390	27119841	27119845	Blood_T_cells	chr21:42405255-42405390	4CpGs	135bp	0.086	0.868	0.782	0.471	0.355	1.62e-92	U
chr21	42405573	42405740	27119846	27119853	Blood_T_cells	chr21:42405573-42405740	7CpGs	167bp	0.129	0.934	0.806	0.6	0.347	4.89e-138	U
chr21	42405797	42406160	27119853	27119867	Blood_T_cells	chr21:42405797-42406160	14CpGs	363bp	0.127	0.868	0.741	0.405	0.104	1.79e-82	U
chr21	42545830	42545865	27122238	27122241	Erythrocyte_progenitors	chr21:42545830-42545865	3CpGs	35bp	0.188	0.943	0.755	0.598	0.492	2e-76	U
chr21	42546167	42546552	27122245	27122255	Prostate_Epithelium	chr21:42546167-42546552	10CpGs	385bp	0.363	0.923	0.559	0.242	-0.169	1.7e-24	U
chr21	42547181	42547586	27122275	27122285	Erythrocyte_progenitors	chr21:42547181-42547586	10CpGs	405bp	0.156	0.925	0.769	0.597	0.381	2.16e-61	U
chr21	42560663	42561217	27122530	27122540	Pancreas_Beta_cells	chr21:42560663-42561217	10CpGs	554bp	0.186	0.9	0.714	0.45	0.0539	1.37e-30	U
chr21	42579813	42580027	27122956	27122965	Erythrocyte_progenitors	chr21:42579813-42580027	9CpGs	214bp	0.0967	0.914	0.817	0.605	0.358	1.54e-47	U
chr21	42666900	42667044	27125072	27125083	Oligodendrocytes	chr21:42666900-42667044	11CpGs	144bp	0.0798	0.926	0.846	0.698	0.329	2.42e-71	U
chr21	42681026	42681388	27125411	27125417	Blood_T_cells	chr21:42681026-42681388	6CpGs	362bp	0.318	0.909	0.591	0.335	-0.289	3.63e-66	U
chr21	42735860	42736358	27126492	27126505	Lung_Alveolar_Epithelium	chr21:42735860-42736358	13CpGs	498bp	0.0845	0.893	0.809	0.548	0.157	1.73e-43	U
chr21	42935867	42935987	27130979	27130983	Gallbladder_epithelium	chr21:42935867-42935987	4CpGs	120bp	0.0707	0.935	0.865	0.728	0.616	4.76e-263	U
chr21	42936075	42936376	27130984	27130990	Gallbladder_epithelium	chr21:42936075-42936376	6CpGs	301bp	0.062	0.926	0.864	0.676	0.526	2.44e-232	U
chr21	42995793	42995838	27132223	27132226	Blood_Granulocytes	chr21:42995793-42995838	3CpGs	45bp	0.214	0.948	0.734	0.621	0.533	7.08e-97	U
chr21	43002994	43003550	27132312	27132327	Bladder_Epithelial_cells	chr21:43002994-43003550	15CpGs	556bp	0.294	0.931	0.637	0.559	0.118	2.6e-71	U
chr21	43003571	43004004	27132328	27132333	Bladder_Epithelial_cells	chr21:43003571-43004004	5CpGs	433bp	0.183	0.92	0.737	0.468	0.154	8.01e-43	U
chr21	43009559	43010020	27132429	27132446	Heart_Cardiomyocytes	chr21:43009559-43010020	17CpGs	461bp	0.12	0.946	0.826	0.735	0.637	6.99e-161	U
chr21	43020427	43020671	27132611	27132618	Thyroid_Epithelium	chr21:43020427-43020671	7CpGs	244bp	0.081	0.915	0.834	0.635	0.127	3.94e-39	U
chr21	43308956	43309110	27138326	27138332	Heart_Fibroblasts	chr21:43308956-43309110	6CpGs	154bp	0.265	0.908	0.643	0.425	-0.0198	2.48e-43	U
chr21	43380405	43382276	27140111	27140173	Blood_B_cells	chr21:43380405-43382276	62CpGs	1871bp	0.102	0.884	0.783	0.537	0.302	1.22e-41	U
chr21	43690975	43691796	27146364	27146393	Breast_Basal_Epithelium	chr21:43690975-43691796	29CpGs	821bp	0.292	0.944	0.652	0.518	0.311	1.08e-98	U
chr21	43768655	43768701	27148648	27148651	Bladder_Epithelial_cells	chr21:43768655-43768701	3CpGs	46bp	0.22	0.916	0.696	0.417	0.141	4.6e-43	U
chr21	43843771	43843810	27150852	27150855	Gastric_Epithelium	chr21:43843771-43843810	3CpGs	39bp	0.197	0.94	0.743	0.636	0.472	2.08e-126	U
chr21	43872634	43872841	27151672	27151677	Monocytes_Macrophages	chr21:43872634-43872841	5CpGs	207bp	0.17	0.87	0.7	0.419	-0.19	1.61e-54	U
chr21	43897715	43898151	27152125	27152149	Thyroid_Epithelium	chr21:43897715-43898151	24CpGs	436bp	0.0451	0.915	0.87	0.716	0.0556	5.9e-46	U
chr21	43933015	43933082	27153036	27153041	Pancreas_Delta_cells	chr21:43933015-43933082	5CpGs	67bp	0.259	0.919	0.66	0.377	-0.221	2.43e-21	U
chr21	43933167	43933549	27153043	27153057	Pancreas_Delta_cells	chr21:43933167-43933549	14CpGs	382bp	0.315	0.889	0.573	0.324	-0.231	4.7e-15	U
chr21	43954972	43955170	27153665	27153678	Heart_Cardiomyocytes	chr21:43954972-43955170	13CpGs	198bp	0.106	0.913	0.807	0.642	0.475	3.66e-90	U
chr21	43955183	43955590	27153678	27153691	Heart_Cardiomyocytes	chr21:43955183-43955590	13CpGs	407bp	0.211	0.945	0.735	0.641	0.581	7.74e-151	U
